Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-88.640465,161.40036,271.36597,-250.59167,318.14285714285717,-62.341053,88.8818,56.044056,-227.24469,400.1666666666667,-0.12007397413253784,1863.4627685546875,179097,102.98917722702026,,82
-26.239447,97.52589,115.81969,-191.19484,360.5,-132.1786,100.293785,-18.25789,-258.65588,256.5,-0.1319829672574997,2481.7421875,181149,104.44774103164673,,83
-152.48894,87.25427,-2.5236378,-258.547,263.75,-127.84036,119.31869,116.19902,-272.7655,345.125,-0.023390494287014008,2823.93212890625,183910,105.96471500396729,,84
-150.36116,88.29665,-27.3805,-264.51428,234.0,-138.7658,111.52009,28.355799,-272.35083,260.875,-0.12737159430980682,3377.037353515625,185997,107.01682305335999,,85
-114.39755,131.17873,180.79971,-231.55907,332.3333333333333,-150.97452,156.16344,223.97311,-262.40558,267.5,-0.1339195966720581,5041.55517578125,188137,108.51539993286133,,86
-159.1014,103.488884,-13.969236,-294.99878,254.5,-157.05862,138.7007,146.97824,-260.0196,359.8333333333333,0.14630167186260223,3820.114990234375,190296,109.81464910507202,,87
-183.28651,85.85646,-47.8583,-276.76276,260.5,-148.25189,109.93525,41.447784,-273.17105,285.875,-0.1273116022348404,2512.30078125,192583,110.91828417778015,,88
-184.32562,87.34086,28.93798,-259.95953,250.0,-193.4104,129.6806,85.01057,-294.27533,346.8333333333333,-0.2872113585472107,4046.014404296875,194664,112.07102799415588,,89
-116.80589,142.22534,192.26903,-276.66675,294.1,-146.60405,72.343544,-22.501245,-250.91911,231.22222222222223,-0.22669020295143127,3087.607177734375,196745,113.41421127319336,,90
-125.5383,84.14648,-28.405846,-243.54683,223.33333333333334,-122.320305,77.6849,-6.5697327,-229.4098,199.0909090909091,-0.31056591868400574,2444.9169921875,198935,114.27344703674316,,91
-150.76424,118.529564,107.35897,-263.61145,341.57142857142856,-155.80975,95.292534,-14.051571,-283.6339,240.11111111111111,-0.07098192721605301,2575.64404296875,201096,115.89180612564087,,92
-56.735733,90.80899,61.238426,-220.32526,404.3333333333333,-75.42302,125.599915,170.81335,-218.73218,336.75,0.11408790200948715,3350.83740234375,203790,117.79772424697876,,93
-161.16609,107.12922,14.581667,-301.23535,254.625,113.25573,15.288368,128.5441,97.96736,1000.0,0.2510160803794861,2761.679931640625,205790,119.52178406715393,,94
-146.8626,147.93881,180.9032,-238.3118,350.6666666666667,-49.11501,103.75229,150.6556,-176.68506,312.0,0.1977924406528473,2788.255126953125,207974,120.97170114517212,,95
-121.56502,121.51236,32.1195,-305.69397,268.25,-183.44106,68.80501,-76.48534,-300.34747,240.11111111111111,-0.1108691394329071,3083.630615234375,210135,122.04348611831665,,96
-96.13955,151.11052,208.84482,-248.95462,327.14285714285717,-209.13025,82.695114,-27.403193,-297.17596,288.7142857142857,0.06592423468828201,2952.9775390625,212156,123.2839469909668,,97
-28.63683,120.56787,134.77046,-223.43138,401.8,-145.38759,145.63364,141.76303,-249.38516,421.8,0.06860678642988205,3829.815185546875,214265,125.26625728607178,,98
-39.567753,78.53195,107.562294,-145.66217,362.8333333333333,-125.67094,129.72781,140.34758,-294.12903,325.0,0.029090261086821556,3627.55224609375,217190,127.24136114120483,,99
-55.292797,118.81627,117.11096,-227.83945,339.0,-53.432114,139.90901,119.603546,-258.25894,366.8333333333333,0.04588807374238968,3579.67919921875,219391,128.6735622882843,,100
-146.4607,97.88178,16.597912,-295.9901,270.875,106.74662,5.1874313,111.93405,101.55919,1000.0,0.32147735357284546,2914.283203125,221391,130.24055099487305,,101
-91.053,130.27597,122.54625,-241.17592,370.5,-133.64268,143.59474,139.6044,-266.19223,385.3333333333333,0.08004622161388397,3285.65625,223703,131.82663297653198,,102
-163.6894,79.11761,-21.383865,-250.07944,224.44444444444446,142.06326,27.367043,169.4303,114.69621,1000.0,0.2971348762512207,2514.2705078125,225703,133.45091819763184,,103
-111.72522,77.388306,-11.87886,-235.03157,276.0,-64.00736,118.474625,117.239006,-217.28296,422.2,0.16671352088451385,2411.8857421875,227814,134.99530291557312,,104
-141.05081,106.60911,81.004944,-224.94186,372.14285714285717,-142.0004,82.10855,39.633533,-230.90878,239.55555555555554,1.3945938917458989e-05,3350.738037109375,229970,136.47957611083984,,105
-122.56181,160.01308,181.0377,-282.18634,419.6,-113.344055,91.25807,16.494629,-235.7674,202.7,-0.0608135350048542,3219.76123046875,231997,137.72719812393188,,106
-170.98608,75.48827,-31.611767,-235.71446,297.57142857142856,-32.42728,153.80373,189.11124,-217.16742,421.6666666666667,0.05178961530327797,3087.58349609375,234527,139.30045700073242,,107
-75.26957,124.7111,72.45635,-259.8346,424.0,-199.58023,56.00457,-79.83574,-278.5426,271.125,-0.2100638747215271,3406.8037109375,236696,140.791836977005,,108
-11.620254,76.52584,87.97331,-131.7686,358.1666666666667,-50.373974,105.116974,124.55875,-163.41867,411.6,0.049794550985097885,1675.344482421875,238754,142.49645900726318,,109
-173.52727,132.54652,116.43892,-286.25677,383.5,-81.125465,104.690796,85.859955,-221.61737,330.125,0.02264224924147129,2870.746826171875,241395,144.40610098838806,,110
-158.1754,86.95895,-26.264015,-269.77115,284.375,-136.11603,83.03616,-21.728378,-248.02733,239.88888888888889,-0.1125708818435669,3488.003662109375,243554,145.5028371810913,,111
-76.9659,50.87666,-1.1824961,-185.73114,282.125,-121.90517,156.99889,137.8103,-294.37006,432.4,-0.023678503930568695,2711.7109375,245716,147.05058002471924,,112
-41.247105,96.684235,112.08547,-167.11327,368.1666666666667,151.38121,24.20879,175.59,127.17242,1000.0,0.16831830143928528,2618.816650390625,247716,148.77739334106445,,113
-126.469505,108.07255,142.77818,-233.13461,281.5,-99.551155,162.41643,155.98233,-286.74658,407.4,-0.02750108577311039,3166.592529296875,249753,150.23699831962585,,114
-144.7832,106.984764,92.59227,-208.33836,345.8333333333333,-11.022049,66.157295,113.40503,-64.078575,421.2,-0.10108943283557892,1207.6719970703125,251859,151.82275414466858,,115
-115.47612,117.61419,96.330734,-227.31956,428.6,-30.088018,114.36721,87.493484,-179.78958,424.0,-0.027381742373108864,2321.5322265625,253979,153.50712704658508,,116
-48.900127,119.57062,130.66426,-189.15604,348.14285714285717,-89.27466,112.37468,117.59926,-221.66277,337.57142857142856,-0.048700373619794846,2251.54248046875,256342,154.99487113952637,,117
-79.20017,92.29838,33.15233,-220.4286,214.3,-88.14209,105.08831,90.12621,-217.16025,339.5,-0.02170039713382721,2689.02392578125,258379,156.14038920402527,,118
-112.412735,84.33796,42.13809,-215.46852,230.55555555555554,78.92895,138.96324,229.30278,-122.13127,500.25,0.04465625435113907,2690.37744140625,260380,157.60669493675232,,119
-16.45226,176.70015,208.6731,-233.74133,485.4,-21.026674,127.27369,256.36508,-184.9639,265.625,0.016469493508338928,2896.003662109375,262505,159.1530740261078,,120
-57.748093,193.96994,264.28198,-287.28726,280.0,-129.20518,103.713036,17.646173,-273.09305,246.66666666666666,-0.30661308765411377,3592.63916015625,264725,160.3109791278839,,121
